#Compiled by SeeTweet 2.2.5.
#Search performed at 2017-06-10 00:34
#Search location: U.S. 4-location coverage points (Texas, KC, SD, SF)
#Search term: "hot+outside"
day,year,month,date,hour,minute,second,source,city,state,lat,long,uid,tid,center,incl
Fri,2017,6,09,16,33,30,citystate,chicago,il,41.850033,-87.6500523,298837913,873216495479914498,0,1
Fri,2017,6,09,16,33,11,failure,NA,NA,NA,NA,388544821,87321641562876313,0,1
Fri,2017,6,09,16,29,30,citystate,new york,ny,40.7142691,-74.0059729,15812237,873215487139885056,0,1
Fri,2017,6,09,16,27,27,citystate,sioux falls,sd,43.5499749,-96.700327,2920903836,873214973094264833,0,1
Fri,2017,6,09,16,22,19,failure,NA,NA,NA,NA,1301687982,87321367941161369,0,1
Fri,2017,6,09,16,15,05,citystate,indian trail,nc,35.7384852,-78.8372295,822623994402762752,873211857703763969,0,1
Fri,2017,6,09,16,09,16,citystate,lancaster,oh,39.7136754,-82.5993294,377567353,873210397297455105,0,1
Fri,2017,6,09,16,03,58,knowncity,nyc,unk,40.72,-74,519032010,87320906098794086,0,1
Fri,2017,6,09,16,02,30,citystate,charlotte,nc,35.2270869,-80.8431268,3269493522,873208694074421248,0,1
Fri,2017,6,09,15,57,42,failure,NA,NA,NA,NA,175154264,87320748475176550,0,1
Fri,2017,6,09,15,55,01,citystate,brooklyn,ny,40.6501038,-73.9495823,1524178814,873206809678323712,0,1
Fri,2017,6,09,15,50,00,citystate,chicago,il,41.850033,-87.6500523,768207835985502208,873205547633430529,0,1
Fri,2017,6,09,15,49,22,citystate,chicago,il,41.850033,-87.6500523,409376405,873205388237209601,0,1
Fri,2017,6,09,15,31,52,failure,NA,NA,NA,NA,85176179,87320098303950028,0,1
Fri,2017,6,09,15,31,39,citystate,orlando,fl,28.5383355,-81.3792365,52732689,873200929155289088,0,1
Fri,2017,6,09,15,21,37,failure,NA,NA,NA,NA,3298749352,87319840334122598,0,1
Fri,2017,6,09,15,09,50,failure,NA,NA,NA,NA,1296975547,87319543845064294,0,1
Fri,2017,6,09,15,04,45,failure,NA,NA,NA,NA,825000358573404160,87319415932214476,0,1
Fri,2017,6,09,15,01,04,citystate,glendale,az,33.5386523,-112.1859866,743156149352992768,873193231315419136,0,1
Fri,2017,6,09,14,58,33,citystate,lincoln,ne,40.8000011,-96.6669599,134574295,873192600689422336,0,1
Fri,2017,6,09,14,43,10,failure,NA,NA,NA,NA,371554653,87318872810945331,0,1
Fri,2017,6,09,14,32,34,citystate,edmond,ok,35.6528323,-97.4780954,84390454,873186062285385728,0,1
Fri,2017,6,09,14,22,12,failure,NA,NA,NA,NA,864882463839068160,87318345162053222,0,1
Fri,2017,6,09,14,10,26,citystate,hannibal,mo,39.7083789,-91.3584816,31498789,873180490190213120,0,1
Fri,2017,6,09,13,59,33,failure,NA,NA,NA,NA,738592792339841024,87317775164528640,0,1
Fri,2017,6,09,13,38,14,citystate,chicago,il,41.850033,-87.6500523,332332456,873172386425823232,0,1
Fri,2017,6,09,13,35,05,failure,NA,NA,NA,NA,872786271931949056,87317159588759961,0,1
Fri,2017,6,09,13,25,26,failure,NA,NA,NA,NA,1733776549,87316916660540620,0,1
Fri,2017,6,09,13,14,10,citystate,west palm beach,fl,26.7153425,-80.0533746,232929127,873166331691974658,0,1
Fri,2017,6,09,13,10,27,failure,NA,NA,NA,NA,36272613,87316539706275840,0,1
Fri,2017,6,09,13,08,31,citystate,sacramento,ca,38.5815719,-121.4943996,166446366,873164908694691840,0,1
Fri,2017,6,09,12,54,35,failure,NA,NA,NA,NA,2763599017,87316140084315340,0,1
Fri,2017,6,09,12,32,13,citystate,wausau,wi,44.9591352,-89.6301221,40233111,873155772892540928,0,1
Fri,2017,6,09,12,21,12,citystate,new york,ny,40.7142691,-74.0059729,4786632880,873153002680590337,0,1
Fri,2017,6,09,12,01,04,failure,NA,NA,NA,NA,220568016,87314793346994176,0,1
Fri,2017,6,09,12,00,04,citystate,san antonio,tx,29.4241219,-98.4936282,33946909,873147680553406465,0,1
Fri,2017,6,09,11,49,15,citystate,fayetteville,nc,35.0526641,-78.8783585,2863988681,873144961235111937,0,1
Fri,2017,6,09,11,22,20,citystate,dallas,tx,32.7830556,-96.8066667,252343049,873138184720449536,0,1
Fri,2017,6,09,10,51,53,failure,NA,NA,NA,NA,29753597,87313052421425152,0,1
Fri,2017,6,09,10,48,23,citystate,clayton,nc,35.650711,-78.4563914,48573475,873129641640288257,0,1
Fri,2017,6,09,10,32,01,citystate,lawrence,ma,42.7070354,-71.1631137,4181086995,873125525643907072,0,1
Fri,2017,6,09,10,14,55,failure,NA,NA,NA,NA,2340841694,87312121943168204,0,1
Fri,2017,6,09,08,56,29,failure,NA,NA,NA,NA,2769375822,87310148239177728,0,1
